query_id,text,gold_sql,pred_sql,complexity,EM,EX,valid,latency_ms,model_succeeded
0,Tìm áo thun,SELECT * FROM products WHERE name LIKE '%áo thun%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%áo thun%' LIMIT 10;,simple,1,1,True,309.1092109680176,True
35,Tìm chân váy,SELECT * FROM products WHERE name LIKE '%chân váy%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%chân váy%' LIMIT 10;,simple,1,1,True,319.58603858947754,True
36,Hiển thị blazer,SELECT * FROM products WHERE name LIKE '%blazer%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%blazer%' LIMIT 10;,simple,1,1,True,299.0071773529053,True
37,Xem vest,SELECT * FROM products WHERE name LIKE '%vest%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%vest%' LIMIT 10;,simple,1,1,True,335.82162857055664,True
38,Liệt kê đồ lót,SELECT name FROM products WHERE name LIKE '%đồ lót%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%đồ lót%' LIMIT 10;,simple,0,0,True,297.27983474731445,True
39,Tìm kiếm đồ ngủ,SELECT * FROM products WHERE name LIKE '%đồ ngủ%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%kiếm đồ ngủ%' LIMIT 10;,simple,0,0,True,298.7091541290283,True
40,Tìm đồ bơi,SELECT * FROM products WHERE name LIKE '%đồ bơi%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%đồ bơi%' LIMIT 10;,simple,1,1,True,302.6266098022461,True
41,Hiển thị áo cardigan,SELECT * FROM products WHERE name LIKE '%áo cardigan%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%áo cardigan%' LIMIT 10;,simple,1,1,True,302.5479316711426,True
42,Xem áo croptop,SELECT * FROM products WHERE name LIKE '%áo croptop%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%áo croptop%' LIMIT 10;,simple,1,1,True,330.10411262512207,True
43,Liệt kê áo bomber,SELECT name FROM products WHERE name LIKE '%áo bomber%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%áo bomber%' LIMIT 10;,simple,0,1,True,304.9907684326172,True
44,Tìm kiếm áo denim,SELECT * FROM products WHERE name LIKE '%áo denim%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%kiếm áo denim%' LIMIT 10;,simple,0,1,True,300.8265495300293,True
45,Tìm áo flannel,SELECT * FROM products WHERE name LIKE '%áo flannel%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%áo flannel%' LIMIT 10;,simple,1,1,True,313.54832649230957,True
46,Hiển thị áo kimono,SELECT * FROM products WHERE name LIKE '%áo kimono%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%áo kimono%' LIMIT 10;,simple,1,1,True,309.9963665008545,True
47,Xem quần tây,SELECT * FROM products WHERE name LIKE '%quần tây%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%quần tây%' LIMIT 10;,simple,1,1,True,326.74407958984375,True
48,Liệt kê quần baggy,SELECT name FROM products WHERE name LIKE '%quần baggy%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%quần baggy%' LIMIT 10;,simple,0,1,True,299.4499206542969,True
49,Tìm kiếm quần cargo,SELECT * FROM products WHERE name LIKE '%quần cargo%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%kiếm quần cargo%' LIMIT 10;,simple,0,1,True,298.3222007751465,True
50,Tìm quần legging,SELECT * FROM products WHERE name LIKE '%quần legging%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%quần legging%' LIMIT 10;,simple,1,1,True,305.91344833374023,True
51,Hiển thị quần culottes,SELECT * FROM products WHERE name LIKE '%quần culottes%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%quần culottes%' LIMIT 10;,simple,1,1,True,322.6144313812256,True
52,Xem quần palazzo,SELECT * FROM products WHERE name LIKE '%quần palazzo%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%quần palazzo%' LIMIT 10;,simple,1,1,True,330.22570610046387,True
53,Liệt kê váy midi,SELECT name FROM products WHERE name LIKE '%váy midi%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%váy midi%' LIMIT 10;,simple,0,1,True,307.41262435913086,True
54,Tìm kiếm váy mini,SELECT * FROM products WHERE name LIKE '%váy mini%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%kiếm váy mini%' LIMIT 10;,simple,0,1,True,300.71091651916504,True
55,Tìm váy maxi,SELECT * FROM products WHERE name LIKE '%váy maxi%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%váy maxi%' LIMIT 10;,simple,1,1,True,301.24402046203613,True
56,Hiển thị váy bodycon,SELECT * FROM products WHERE name LIKE '%váy bodycon%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%váy bodycon%' LIMIT 10;,simple,1,1,True,313.7655258178711,True
57,Xem váy swing,SELECT * FROM products WHERE name LIKE '%váy swing%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%váy swing%' LIMIT 10;,simple,1,1,True,298.69723320007324,True
58,Liệt kê váy wrap,SELECT name FROM products WHERE name LIKE '%váy wrap%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%váy wrap%' LIMIT 10;,simple,0,1,True,298.0327606201172,True
59,Tìm kiếm giày oxford,SELECT * FROM products WHERE name LIKE '%giày oxford%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%kiếm giày oxford%' LIMIT 10;,simple,0,0,True,296.9791889190674,True
60,Tìm giày loafer,SELECT * FROM products WHERE name LIKE '%giày loafer%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%giày loafer%' LIMIT 10;,simple,1,1,True,299.3927001953125,True
61,Hiển thị giày moccasin,SELECT * FROM products WHERE name LIKE '%giày moccasin%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%giày moccasin%' LIMIT 10;,simple,1,1,True,300.0166416168213,True
62,Xem giày slip-on,SELECT * FROM products WHERE name LIKE '%giày slip-on%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%giày slip-on%' LIMIT 10;,simple,1,1,True,299.38483238220215,True
63,Liệt kê giày combat,SELECT name FROM products WHERE name LIKE '%giày combat%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%giày combat%' LIMIT 10;,simple,0,0,True,298.01082611083984,True
64,Tìm kiếm giày chelsea,SELECT * FROM products WHERE name LIKE '%giày chelsea%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%kiếm giày chelsea%' LIMIT 10;,simple,0,0,True,301.03421211242676,True
65,Tìm túi clutch,SELECT * FROM products WHERE name LIKE '%túi clutch%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%túi clutch%' LIMIT 10;,simple,1,1,True,322.44873046875,True
66,Hiển thị túi tote,SELECT * FROM products WHERE name LIKE '%túi tote%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%túi tote%' LIMIT 10;,simple,1,1,True,324.33390617370605,True
67,Xem túi bucket,SELECT * FROM products WHERE name LIKE '%túi bucket%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%túi bucket%' LIMIT 10;,simple,1,1,True,296.1161136627197,True
68,Liệt kê túi saddle,SELECT name FROM products WHERE name LIKE '%túi saddle%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%túi saddle%' LIMIT 10;,simple,0,1,True,294.6443557739258,True
69,Tìm kiếm túi hobo,SELECT * FROM products WHERE name LIKE '%túi hobo%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%kiếm túi hobo%' LIMIT 10;,simple,0,0,True,294.18134689331055,True
70,Tìm túi messenger,SELECT * FROM products WHERE name LIKE '%túi messenger%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%túi messenger%' LIMIT 10;,simple,1,1,True,299.8814582824707,True
71,Hiển thị mũ fedora,SELECT * FROM products WHERE name LIKE '%mũ fedora%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%mũ fedora%' LIMIT 10;,simple,1,1,True,324.0964412689209,True
72,Xem mũ bucket,SELECT * FROM products WHERE name LIKE '%mũ bucket%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%mũ bucket%' LIMIT 10;,simple,1,1,True,298.3238697052002,True
73,Liệt kê mũ panama,SELECT name FROM products WHERE name LIKE '%mũ panama%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%mũ panama%' LIMIT 10;,simple,0,1,True,297.5308895111084,True
74,Tìm kiếm mũ newsboy,SELECT * FROM products WHERE name LIKE '%mũ newsboy%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%kiếm mũ newsboy%' LIMIT 10;,simple,0,0,True,332.0474624633789,True
75,Tìm mũ trucker,SELECT * FROM products WHERE name LIKE '%mũ trucker%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%mũ trucker%' LIMIT 10;,simple,1,1,True,299.05152320861816,True
76,Hiển thị mũ beanie,SELECT * FROM products WHERE name LIKE '%mũ beanie%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%mũ beanie%' LIMIT 10;,simple,1,1,True,333.6007595062256,True
77,Xem kính cận,SELECT * FROM products WHERE name LIKE '%kính cận%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%kính cận%' LIMIT 10;,simple,1,1,True,304.0468692779541,True
78,Liệt kê kính mát,SELECT name FROM products WHERE name LIKE '%kính mát%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%kính mát%' LIMIT 10;,simple,0,0,True,328.83715629577637,True
79,Tìm kiếm kính gọng tròn,SELECT * FROM products WHERE name LIKE '%kính gọng tròn%' LIMIT 10;,SELECT * FROM products WHERE name LIKE '%kiếm kính gọng tròn%' LIMIT 10;,simple,0,0,True,322.0787048339844,True
80,Tìm tất cả sản phẩm,SELECT * FROM products LIMIT 10;,SELECT * FROM products WHERE name LIKE '%tất cả sản phẩm%' LIMIT 10;,simple,0,0,True,301.64289474487305,True
81,Hiển thị tên sản phẩm,SELECT name FROM products LIMIT 10;,SELECT * FROM products WHERE name LIKE '%tên sản phẩm%' LIMIT 10;,simple,0,0,True,301.20301246643066,True
82,Đếm số sản phẩm,SELECT COUNT(*) as total_products FROM products;,<extra_id_0> '%<term>%'.;,simple,0,0,False,303.680419921875,True
83,Xem danh sách thương hiệu,SELECT DISTINCT brand_name FROM brands;,SELECT * FROM products WHERE name LIKE '%danh sách thương hiệu%' LIMIT 10;,simple,0,0,True,307.09242820739746,True
84,Hiển thị danh mục,SELECT category_name FROM categories;,SELECT * FROM products WHERE name LIKE '%danh mục%' LIMIT 10;,simple,0,0,True,308.6564540863037,True
85,Tìm sản phẩm đầu tiên,SELECT * FROM products ORDER BY product_id LIMIT 1;,SELECT * FROM products WHERE name LIKE '%sản phẩm đầu tiên%' LIMIT 10;,simple,0,0,True,295.7174777984619,True
86,Xem 5 sản phẩm,SELECT * FROM products LIMIT 5;,SELECT * FROM products WHERE name LIKE '%5 sản phẩm%' LIMIT 10;,simple,0,0,True,310.2130889892578,True
87,Hiển thị tên và giá,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id LIMIT 10;",SELECT * FROM products WHERE name LIKE '%tên và giá%' LIMIT 10;,simple,0,0,True,298.7353801727295,True
88,Đếm thương hiệu,SELECT COUNT(*) as total_brands FROM brands;,<extra_id_0> '%áo thun%'.;,simple,0,0,False,323.68016242980957,True
89,Xem người bán,SELECT seller_name FROM sellers LIMIT 10;,SELECT * FROM products WHERE name LIKE '%người bán%' LIMIT 10;,simple,0,0,True,306.8211078643799,True
90,Xem 10 sản phẩm,SELECT * FROM products LIMIT 10;,SELECT * FROM products WHERE name LIKE '%10 sản phẩm%' LIMIT 10;,simple,0,0,True,299.6687889099121,True
91,Xem 20 sản phẩm,SELECT * FROM products LIMIT 20;,SELECT * FROM products WHERE name LIKE '%20 sản phẩm%' LIMIT 10;,simple,0,0,True,296.5710163116455,True
92,Sản phẩm mới nhất,SELECT * FROM products ORDER BY product_id DESC LIMIT 10;,SELECT * FROM products WHERE name LIKE '%sản phẩm mới nhất%' LIMIT 10;,simple,0,0,True,312.6487731933594,True
93,Sản phẩm cũ nhất,SELECT * FROM products ORDER BY product_id ASC LIMIT 10;,SELECT * FROM products WHERE name LIKE '%sản phẩm cũ nhất%' LIMIT 10;,simple,0,0,True,299.0095615386963,True
94,Danh sách tất cả danh mục,SELECT * FROM categories;,SELECT * FROM products WHERE name LIKE '%danh sách tất cả danh mục%' LIMIT 10;,simple,0,0,True,326.30252838134766,True
95,Danh sách tất cả thương hiệu,SELECT * FROM brands;,SELECT * FROM products WHERE name LIKE '%danh sách tất cả thương hiệu%' LIMIT 10;,simple,0,0,True,325.47950744628906,True
96,Danh sách người bán,SELECT * FROM sellers LIMIT 10;,SELECT * FROM products WHERE name LIKE '%danh sách người bán%' LIMIT 10;,simple,0,0,True,296.06056213378906,True
97,Tổng số danh mục,SELECT COUNT(*) as total FROM categories;,<extra_id_0> '%<term>%'.;,simple,0,0,False,297.38473892211914,True
98,Tổng số người bán,SELECT COUNT(*) as total FROM sellers;,<extra_id_0> '%<term>%'.;,simple,0,0,False,297.24979400634766,True
99,Sản phẩm có hình ảnh,SELECT * FROM products WHERE number_of_images > 0 LIMIT 10;,SELECT * FROM products WHERE name LIKE '%sản phẩm có hình ảnh%' LIMIT 10;,simple,0,0,True,301.5279769897461,True
100,Sản phẩm theo thương hiệu,"SELECT b.brand_name, COUNT(p.product_id) as product_count FROM brands b JOIN products p ON b.brand_id = p.brand_id GROUP BY b.brand_name ORDER BY product_count DESC;",SELECT * FROM products WHERE name LIKE '%sản phẩm theo thương hiệu%' LIMIT 10;,medium,0,0,True,302.4616241455078,True
101,Giá trung bình theo danh mục,"SELECT c.category_name, AVG(pr.current_price) as avg_price FROM categories c JOIN products p ON c.category_id = p.category_id JOIN product_pricing pr ON p.product_id = pr.product_id GROUP BY c.category_name;",SELECT * FROM products WHERE name LIKE '%giá trung bình theo danh mục%' LIMIT 10;,medium,0,0,True,306.394100189209,True
102,Sản phẩm có đánh giá cao,"SELECT p.name, rv.rating_average FROM products p JOIN product_reviews rv ON p.product_id = rv.product_id WHERE rv.rating_average >= 4.0 ORDER BY rv.rating_average DESC LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm có đánh giá cao%' LIMIT 10;,medium,0,0,True,297.7612018585205,True
103,Thương hiệu Nike,"SELECT p.name, pr.current_price FROM products p JOIN brands b ON p.brand_id = b.brand_id JOIN product_pricing pr ON p.product_id = pr.product_id WHERE b.brand_name LIKE '%Nike%' LIMIT 10;",SELECT * FROM products WHERE name LIKE '%thương hiệu nike%' LIMIT 10;,medium,0,1,True,296.88334465026855,True
104,Sản phẩm giá dưới 500k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price < 500000 ORDER BY pr.current_price LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá dưới 500k%' LIMIT 10;,medium,0,0,True,298.093318939209,True
105,Sản phẩm giá dưới 100k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price < 100000 ORDER BY pr.current_price LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá dưới 100k%' LIMIT 10;,medium,0,0,True,298.6752986907959,True
106,Sản phẩm giá trên 100k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price > 100000 ORDER BY pr.current_price DESC LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá trên 100k%' LIMIT 10;,medium,0,0,True,299.82447624206543,True
107,Sản phẩm giá dưới 200k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price < 200000 ORDER BY pr.current_price LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá dưới 200k%' LIMIT 10;,medium,0,0,True,299.69191551208496,True
108,Sản phẩm giá trên 200k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price > 200000 ORDER BY pr.current_price DESC LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá trên 200k%' LIMIT 10;,medium,0,0,True,303.0669689178467,True
109,Sản phẩm giá dưới 300k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price < 300000 ORDER BY pr.current_price LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá dưới 300k%' LIMIT 10;,medium,0,0,True,297.4200248718262,True
110,Sản phẩm giá trên 300k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price > 300000 ORDER BY pr.current_price DESC LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá trên 300k%' LIMIT 10;,medium,0,0,True,301.33628845214844,True
111,Sản phẩm giá dưới 500k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price < 500000 ORDER BY pr.current_price LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá dưới 500k%' LIMIT 10;,medium,0,0,True,306.90979957580566,True
112,Sản phẩm giá trên 500k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price > 500000 ORDER BY pr.current_price DESC LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá trên 500k%' LIMIT 10;,medium,0,0,True,304.86178398132324,True
113,Sản phẩm giá dưới 1000k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price < 1000000 ORDER BY pr.current_price LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá dưới 1000k%' LIMIT 10;,medium,0,0,True,301.9087314605713,True
114,Sản phẩm giá trên 1000k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price > 1000000 ORDER BY pr.current_price DESC LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá trên 1000k%' LIMIT 10;,medium,0,0,True,302.63352394104004,True
115,Sản phẩm giá dưới 2000k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price < 2000000 ORDER BY pr.current_price LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá dưới 2000k%' LIMIT 10;,medium,0,0,True,301.0601997375488,True
116,Sản phẩm giá trên 2000k,"SELECT p.name, pr.current_price FROM products p JOIN product_pricing pr ON p.product_id = pr.product_id WHERE pr.current_price > 2000000 ORDER BY pr.current_price DESC LIMIT 20;",SELECT * FROM products WHERE name LIKE '%sản phẩm giá trên 2000k%' LIMIT 10;,medium,0,0,True,299.1776466369629,True
117,Sản phẩm thương hiệu Nike,"SELECT p.name, pr.current_price FROM products p JOIN brands b ON p.brand_id = b.brand_id JOIN product_pricing pr ON p.product_id = pr.product_id WHERE b.brand_name LIKE '%Nike%' LIMIT 10;",SELECT * FROM products WHERE name LIKE '%sản phẩm thương hiệu nike%' LIMIT 10;,medium,0,1,True,297.1231937408447,True
118,Sản phẩm thương hiệu Adidas,"SELECT p.name, pr.current_price FROM products p JOIN brands b ON p.brand_id = b.brand_id JOIN product_pricing pr ON p.product_id = pr.product_id WHERE b.brand_name LIKE '%Adidas%' LIMIT 10;",SELECT * FROM products WHERE name LIKE '%sản phẩm thương hiệu adidas%' LIMIT 10;,medium,0,1,True,299.0741729736328,True
119,Sản phẩm thương hiệu Samsung,"SELECT p.name, pr.current_price FROM products p JOIN brands b ON p.brand_id = b.brand_id JOIN product_pricing pr ON p.product_id = pr.product_id WHERE b.brand_name LIKE '%Samsung%' LIMIT 10;",SELECT * FROM products WHERE name LIKE '%sản phẩm thương hiệu samsung%' LIMIT 10;,medium,0,1,True,299.3884086608887,True
120,Sản phẩm thương hiệu Apple,"SELECT p.name, pr.current_price FROM products p JOIN brands b ON p.brand_id = b.brand_id JOIN product_pricing pr ON p.product_id = pr.product_id WHERE b.brand_name LIKE '%Apple%' LIMIT 10;",SELECT * FROM products WHERE name LIKE '%sản phẩm thương hiệu apple%' LIMIT 10;,medium,0,1,True,298.19416999816895,True
